"vc";"esp1";"esp2";"esp3";"esp4";"esp5"
7;56,7994161418141;54,3887705929175;35,3758523348487;303,810884212444;10,5784794082858
11;1,78479383408486;41,6082337816077;135,417757731115;21,7139968031538;42,0803123074563
15;2,31488764853529;62,7294279046072;18,5568808782416;11,7121634343438;32,3745117490226
19;5,5602977564846;22,1691283933475;17,4439599493351;2,36237697490219;19,6683798810624
23;3,38784380900574;3,66604159294707;8,31588963099249;18,7475214746283;1,25330504775889
27;8,42862714321278;0,125586167486254;7,28087300955607;2,26303429969481;0,51798546180406
